"train_step","qwen1.5b-rl-sft-grpo-epoch_2 - train/loss_std","qwen1.5b-rl-sft-grpo-epoch_2 - train/loss_std__MIN","qwen1.5b-rl-sft-grpo-epoch_2 - train/loss_std__MAX","qwen1.5b-rl-sft-grpo-epoch_2 - _step","qwen1.5b-rl-sft-grpo-epoch_2 - _step__MIN","qwen1.5b-rl-sft-grpo-epoch_2 - _step__MAX"
"31","0.0007167132571339607","0.0007167132571339607","0.0007167132571339607","35","35","35"
"32","0.00017993080837186426","0.00017993080837186426","0.00017993080837186426","36","36","36"
"33","0.0003171138814650476","0.0003171138814650476","0.0003171138814650476","37","37","37"
"34","0.0008755855378694832","0.0008755855378694832","0.0008755855378694832","38","38","38"
"35","0.0002466416626702994","0.0002466416626702994","0.0002466416626702994","39","39","39"
"36","0.00005736901221098378","0.00005736901221098378","0.00005736901221098378","40","40","40"
"37","0.001315150409936905","0.001315150409936905","0.001315150409936905","41","41","41"
"38","0.002005794085562229","0.002005794085562229","0.002005794085562229","42","42","42"
"39","0.0008265991345979273","0.0008265991345979273","0.0008265991345979273","43","43","43"
"40","0.0010281323920935392","0.0010281323920935392","0.0010281323920935392","44","44","44"
"41","0.0010997543577104807","0.0010997543577104807","0.0010997543577104807","46","46","46"
"42","0.00034913752460852265","0.00034913752460852265","0.00034913752460852265","47","47","47"
"43","0.00024663208751007915","0.00024663208751007915","0.00024663208751007915","48","48","48"
"44","0.0017031878232955933","0.0017031878232955933","0.0017031878232955933","49","49","49"
"45","0.0019808905199170113","0.0019808905199170113","0.0019808905199170113","50","50","50"
"46","0.00010438526078360155","0.00010438526078360155","0.00010438526078360155","51","51","51"
"47","0.0015751903411000967","0.0015751903411000967","0.0015751903411000967","52","52","52"
"48","0.00006940434832358733","0.00006940434832358733","0.00006940434832358733","53","53","53"
"49","0.0010736258700489998","0.0010736258700489998","0.0010736258700489998","54","54","54"
"50","0.0003089242964051664","0.0003089242964051664","0.0003089242964051664","55","55","55"
"51","0.0007746011251583695","0.0007746011251583695","0.0007746011251583695","57","57","57"
"52","0.0012165490770712495","0.0012165490770712495","0.0012165490770712495","58","58","58"
"53","0.0013590249000117183","0.0013590249000117183","0.0013590249000117183","59","59","59"
"54","0.0015144569333642721","0.0015144569333642721","0.0015144569333642721","60","60","60"
"55","0.0003694502520374954","0.0003694502520374954","0.0003694502520374954","61","61","61"
"56","0.0014715997967869043","0.0014715997967869043","0.0014715997967869043","62","62","62"
"57","0.00026835486642085016","0.00026835486642085016","0.00026835486642085016","63","63","63"
"58","0.0026883191894739866","0.0026883191894739866","0.0026883191894739866","64","64","64"
"59","0.0021567821968346834","0.0021567821968346834","0.0021567821968346834","65","65","65"
"60","0.001315288944169879","0.001315288944169879","0.001315288944169879","66","66","66"
"61","0.0011736665619537234","0.0011736665619537234","0.0011736665619537234","68","68","68"
"62","0.002984244143590331","0.002984244143590331","0.002984244143590331","69","69","69"
"63","0.0011623473837971687","0.0011623473837971687","0.0011623473837971687","70","70","70"
"64","0.00013204578135628253","0.00013204578135628253","0.00013204578135628253","71","71","71"
"65","0.0022902966011315584","0.0022902966011315584","0.0022902966011315584","72","72","72"
"66","0.00011450982856331393","0.00011450982856331393","0.00011450982856331393","73","73","73"
"67","0.000985441729426384","0.000985441729426384","0.000985441729426384","74","74","74"
"68","0.0009785423753783107","0.0009785423753783107","0.0009785423753783107","75","75","75"
"69","0.00029898853972554207","0.00029898853972554207","0.00029898853972554207","76","76","76"
"70","0.00011248407099628821","0.00011248407099628821","0.00011248407099628821","77","77","77"
"71","0.0006797564565204084","0.0006797564565204084","0.0006797564565204084","79","79","79"
"72","0.0018044313183054328","0.0018044313183054328","0.0018044313183054328","80","80","80"
"73","0.0018070540390908718","0.0018070540390908718","0.0018070540390908718","81","81","81"
"74","0.0019440938485786319","0.0019440938485786319","0.0019440938485786319","82","82","82"
"75","0.00014436796482186764","0.00014436796482186764","0.00014436796482186764","83","83","83"
"76","0.00025932613061740994","0.00025932613061740994","0.00025932613061740994","84","84","84"
"77","0.001339913927949965","0.001339913927949965","0.001339913927949965","85","85","85"
"78","0.00042193123954348266","0.00042193123954348266","0.00042193123954348266","86","86","86"
"79","0.0006739659584127367","0.0006739659584127367","0.0006739659584127367","87","87","87"
"80","0.000614870514255017","0.000614870514255017","0.000614870514255017","88","88","88"
"81","0.00045761928777210414","0.00045761928777210414","0.00045761928777210414","90","90","90"
"82","0.00031531567219644785","0.00031531567219644785","0.00031531567219644785","91","91","91"
"83","0.0010998984798789024","0.0010998984798789024","0.0010998984798789024","92","92","92"
"84","0.0013023632345721126","0.0013023632345721126","0.0013023632345721126","93","93","93"
"85","0.0010952011216431856","0.0010952011216431856","0.0010952011216431856","94","94","94"
"86","0.010970661416649818","0.010970661416649818","0.010970661416649818","95","95","95"
"87","0.0011849331203848124","0.0011849331203848124","0.0011849331203848124","96","96","96"
"88","0.00011293632996967062","0.00011293632996967062","0.00011293632996967062","97","97","97"
"89","0.0006002085865475237","0.0006002085865475237","0.0006002085865475237","98","98","98"
"90","0.00016194752242881805","0.00016194752242881805","0.00016194752242881805","99","99","99"
"91","0.0004591484903357923","0.0004591484903357923","0.0004591484903357923","101","101","101"
"92","0.00011032556358259171","0.00011032556358259171","0.00011032556358259171","102","102","102"
"93","0.0012175008887425065","0.0012175008887425065","0.0012175008887425065","103","103","103"
"94","0.0009177811443805695","0.0009177811443805695","0.0009177811443805695","104","104","104"
"95","0.0005743597284890711","0.0005743597284890711","0.0005743597284890711","105","105","105"
"96","0.0011655805865302682","0.0011655805865302682","0.0011655805865302682","106","106","106"
"97","0.00045284596853889525","0.00045284596853889525","0.00045284596853889525","107","107","107"
"98","0.0009493196848779917","0.0009493196848779917","0.0009493196848779917","108","108","108"
"99","0.001960493391379714","0.001960493391379714","0.001960493391379714","109","109","109"
"100","0.0028581416700035334","0.0028581416700035334","0.0028581416700035334","110","110","110"
"101","0.0009778676321730018","0.0009778676321730018","0.0009778676321730018","112","112","112"
"102","0.00029684623586945236","0.00029684623586945236","0.00029684623586945236","113","113","113"
"103","0.0009660082869231701","0.0009660082869231701","0.0009660082869231701","114","114","114"
"104","0.0005917568341828883","0.0005917568341828883","0.0005917568341828883","115","115","115"
"105","0.0009900233708322048","0.0009900233708322048","0.0009900233708322048","116","116","116"
"106","0.000139425799716264","0.000139425799716264","0.000139425799716264","117","117","117"
"107","0.0005031140171922743","0.0005031140171922743","0.0005031140171922743","118","118","118"
"108","0.00014991892385296524","0.00014991892385296524","0.00014991892385296524","119","119","119"
"109","0.00013206098810769618","0.00013206098810769618","0.00013206098810769618","120","120","120"
"110","0.002037557540461421","0.002037557540461421","0.002037557540461421","121","121","121"
"111","0.00006686506822006777","0.00006686506822006777","0.00006686506822006777","123","123","123"
"112","0.0005692150443792343","0.0005692150443792343","0.0005692150443792343","124","124","124"
"113","0.0009844072628766298","0.0009844072628766298","0.0009844072628766298","125","125","125"
"114","0.0009443855378776789","0.0009443855378776789","0.0009443855378776789","126","126","126"
"115","0.001411785720847547","0.001411785720847547","0.001411785720847547","127","127","127"
"116","0.001192276133224368","0.001192276133224368","0.001192276133224368","128","128","128"
"117","0.0018917529378086329","0.0018917529378086329","0.0018917529378086329","129","129","129"
"118","0.0005710961995646358","0.0005710961995646358","0.0005710961995646358","130","130","130"
"119","0.000636100594419986","0.000636100594419986","0.000636100594419986","131","131","131"
"120","0.00045800002408213913","0.00045800002408213913","0.00045800002408213913","132","132","132"
"121","664.0006103515625","664.0006103515625","664.0006103515625","134","134","134"
"122","0.020656878128647804","0.020656878128647804","0.020656878128647804","135","135","135"
"123","0.0012883999152109027","0.0012883999152109027","0.0012883999152109027","136","136","136"
"124","0.0035952068865299225","0.0035952068865299225","0.0035952068865299225","137","137","137"
"125","0.00047855867887847126","0.00047855867887847126","0.00047855867887847126","138","138","138"
"126","0.000719280622433871","0.000719280622433871","0.000719280622433871","139","139","139"
"127","0.0018806980224326253","0.0018806980224326253","0.0018806980224326253","140","140","140"
"128","0.0013176880311220884","0.0013176880311220884","0.0013176880311220884","141","141","141"
"129","0.0014575794339179993","0.0014575794339179993","0.0014575794339179993","142","142","142"
"130","0.0005153561942279339","0.0005153561942279339","0.0005153561942279339","143","143","143"
