"Step","qwen1.5b-rl-sft-grpo-epoch_2 - train_rewards_std","qwen1.5b-rl-sft-grpo-epoch_2 - train_rewards_std__MIN","qwen1.5b-rl-sft-grpo-epoch_2 - train_rewards_std__MAX"
"119","0.4771590530872345","0.4771590530872345","0.4771590530872345"
"120","0.48507124185562134","0.48507124185562134","0.48507124185562134"
"121","0.4994482398033142","0.4994482398033142","0.4994482398033142"
"123","0.5","0.5","0.5"
"124","0.49209436774253845","0.49209436774253845","0.49209436774253845"
"125","0.4675106108188629","0.4675106108188629","0.4675106108188629"
"126","0.45601576566696167","0.45601576566696167","0.45601576566696167"
"127","0.4445854723453522","0.4445854723453522","0.4445854723453522"
"128","0.4879522919654846","0.4879522919654846","0.4879522919654846"
"129","0.49282535910606384","0.49282535910606384","0.49282535910606384"
"130","0.5","0.5","0.5"
"131","0.4523732364177704","0.4523732364177704","0.4523732364177704"
"132","0.5007347464561462","0.5007347464561462","0.5007347464561462"
"134","0.5009182691574097","0.5009182691574097","0.5009182691574097"
"135","0.48970717191696167","0.48970717191696167","0.48970717191696167"
"136","0.4991260766983032","0.4991260766983032","0.4991260766983032"
"137","0.4523732364177704","0.4523732364177704","0.4523732364177704"
"138","0.4905354082584381","0.4905354082584381","0.4905354082584381"
"139","0.49282535910606384","0.49282535910606384","0.49282535910606384"
"140","0.46899911761283875","0.46899911761283875","0.46899911761283875"
"141","0.49209436774253845","0.49209436774253845","0.49209436774253845"
"142","0.4965413510799408","0.4965413510799408","0.4965413510799408"
"143","0.4965413510799408","0.4965413510799408","0.4965413510799408"
