"Step","qwen1.5b-rl-sft-grpo-epoch_2 - train_format_reward_std","qwen1.5b-rl-sft-grpo-epoch_2 - train_format_reward_std__MIN","qwen1.5b-rl-sft-grpo-epoch_2 - train_format_reward_std__MAX"
"63","0.33136674761772156","0.33136674761772156","0.33136674761772156"
"64","0.326875239610672","0.326875239610672","0.326875239610672"
"65","0.3910769522190094","0.3910769522190094","0.3910769522190094"
"66","0.34422317147254944","0.34422317147254944","0.34422317147254944"
"68","0.3222736418247223","0.3222736418247223","0.3222736418247223"
"69","0.3483152687549591","0.3483152687549591","0.3483152687549591"
"70","0.3400367498397827","0.3400367498397827","0.3400367498397827"
"71","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"72","0.3745708465576172","0.3745708465576172","0.3745708465576172"
"73","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"74","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"75","0.36746931076049805","0.36746931076049805","0.36746931076049805"
"76","0.33136674761772156","0.33136674761772156","0.33136674761772156"
"77","0.3910769522190094","0.3910769522190094","0.3910769522190094"
"79","0.26889389753341675","0.26889389753341675","0.26889389753341675"
"80","0.3638034462928772","0.3638034462928772","0.3638034462928772"
"81","0.3483152687549591","0.3483152687549591","0.3483152687549591"
"82","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"83","0.2865179181098938","0.2865179181098938","0.2865179181098938"
"84","0.3400367498397827","0.3400367498397827","0.3400367498397827"
"85","0.31755712628364563","0.31755712628364563","0.31755712628364563"
"86","0.2920515537261963","0.2920515537261963","0.2920515537261963"
"87","0.3562295734882355","0.3562295734882355","0.3562295734882355"
"88","0.38467901945114136","0.38467901945114136","0.38467901945114136"
"90","0.31755712628364563","0.31755712628364563","0.31755712628364563"
"91","0.35231637954711914","0.35231637954711914","0.35231637954711914"
"92","0.2626400291919708","0.2626400291919708","0.2626400291919708"
"93","0.36005768179893494","0.36005768179893494","0.36005768179893494"
"94","0.29743078351020813","0.29743078351020813","0.29743078351020813"
"95","0.28082075715065","0.28082075715065","0.28082075715065"
"96","0.3026638329029083","0.3026638329029083","0.3026638329029083"
"97","0.3222736418247223","0.3222736418247223","0.3222736418247223"
"98","0.2865179181098938","0.2865179181098938","0.2865179181098938"
"99","0.3026638329029083","0.3026638329029083","0.3026638329029083"
"101","0.3483152687549591","0.3483152687549591","0.3483152687549591"
"102","0.3483152687549591","0.3483152687549591","0.3483152687549591"
"103","0.29743078351020813","0.29743078351020813","0.29743078351020813"
"104","0.3562295734882355","0.3562295734882355","0.3562295734882355"
"105","0.3400367498397827","0.3400367498397827","0.3400367498397827"
"106","0.34422317147254944","0.34422317147254944","0.34422317147254944"
"107","0.3483152687549591","0.3483152687549591","0.3483152687549591"
"108","0.3638034462928772","0.3638034462928772","0.3638034462928772"
"109","0.36746931076049805","0.36746931076049805","0.36746931076049805"
"110","0.31272050738334656","0.31272050738334656","0.31272050738334656"
"112","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"113","0.3026638329029083","0.3026638329029083","0.3026638329029083"
"114","0.34422317147254944","0.34422317147254944","0.34422317147254944"
"115","0.274949848651886","0.274949848651886","0.274949848651886"
"116","0.3026638329029083","0.3026638329029083","0.3026638329029083"
"117","0.2920515537261963","0.2920515537261963","0.2920515537261963"
"118","0.24253562092781067","0.24253562092781067","0.24253562092781067"
"119","0.31272050738334656","0.31272050738334656","0.31272050738334656"
"120","0.29743078351020813","0.29743078351020813","0.29743078351020813"
"121","0.31755712628364563","0.31755712628364563","0.31755712628364563"
"123","0.3026638329029083","0.3026638329029083","0.3026638329029083"
"124","0.26889389753341675","0.26889389753341675","0.26889389753341675"
"125","0.3400367498397827","0.3400367498397827","0.3400367498397827"
"126","0.3879109025001526","0.3879109025001526","0.3879109025001526"
"127","0.326875239610672","0.326875239610672","0.326875239610672"
"128","0.2561737596988678","0.2561737596988678","0.2561737596988678"
"129","0.3222736418247223","0.3222736418247223","0.3222736418247223"
"130","0.26889389753341675","0.26889389753341675","0.26889389753341675"
"131","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"132","0.29743078351020813","0.29743078351020813","0.29743078351020813"
"134","0.24253562092781067","0.24253562092781067","0.24253562092781067"
"135","0.31755712628364563","0.31755712628364563","0.31755712628364563"
"136","0.24947862327098846","0.24947862327098846","0.24947862327098846"
"137","0.3780107796192169","0.3780107796192169","0.3780107796192169"
"138","0.326875239610672","0.326875239610672","0.326875239610672"
"139","0.33136674761772156","0.33136674761772156","0.33136674761772156"
"140","0.33575254678726196","0.33575254678726196","0.33575254678726196"
"141","0.28082075715065","0.28082075715065","0.28082075715065"
"142","0.2920515537261963","0.2920515537261963","0.2920515537261963"
"143","0.24947862327098846","0.24947862327098846","0.24947862327098846"
